Name,Level-Up Learnset,TM Learnset,Egg Moves
Barbaracle,"— : Water Gun,— : Screech,9 : Infestation,12 : Rock Throw,14 : Bubble Beam,16 : Rock Blast,18 : Bulldoze,23 : Slash,35 : Iron Defense,40 : Night Slash,43 : Brick Break,45 : Liquidation,50 : Stone Edge,54 : Close Combat,","TM002 : Dragon Claw,TM010 : Brick Break,TM011 : Bulk Up,TM012 : Rock Slide,TM013 : Ice Beam,TM017 : Protect,TM018 : Power-Up Punch,TM028 : Dig,TM030 : Swords Dance,TM034 : Night Slash,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM044 : Hyper Beam,TM046 : Mud Shot,TM051 : Safeguard,TM053 : Sludge Bomb,TM055 : Giga Impact,TM061 : Shadow Claw,TM065 : Stone Edge,TM069 : Earthquake,TM073 : Surf,TM076 : Liquidation,TM077 : Poison Jab,TM078 : Bulldoze,TM080 : Iron Defense,TM081 : X-Scissor,TM085 : Substitute,TM095 : Taunt,TM098 : Waterfall,TM102 : Focus Blast,TM105 : Blizzard,TM107 : Close Combat,TM108 : Comet Punch,TM109 : Facade,TM120 : Ancient Power,TM122 : False Swipe,TM132 : Double Hit,TM135 : Dual Chop,TM140 : Muddy Water,TM146 : Skull Bash,TM148 : Scald,TM156 : Meteor Beam,",No Egg Moves
Staryu,"— : Tackle,— : Harden,4 : Water Gun,8 : Confuse Ray,12 : Aqua Jet,16 : Swift,20 : Bubble Beam,24 : Psybeam,32 : Light Screen,36 : Power Gem,40 : Psychic,44 : Surf,48 : Recover,56 : Hydro Pump,","TM008 : Thunder Wave,TM009 : Flip Turn,TM013 : Ice Beam,TM016 : Light Screen,TM017 : Protect,TM019 : Power Gem,TM027 : Swift,TM031 : Reflect,TM035 : Endure,TM041 : Water Pulse,TM048 : Self-Destruct,TM049 : Icy Wind,TM051 : Safeguard,TM063 : Psychic,TM067 : Thunderbolt,TM070 : Whirlpool,TM073 : Surf,TM084 : Flash Cannon,TM085 : Substitute,TM092 : Dazzling Gleam,TM096 : Hydro Pump,TM098 : Waterfall,TM105 : Blizzard,TM106 : Thunder,TM109 : Facade,TM147 : Tri Attack,TM148 : Scald,",No Egg Moves
Starmie,"— : Tackle,— : Take Down,— : Harden,4 : Water Gun,8 : Confuse Ray,12 : Aqua Jet,16 : Swift,20 : Bubble Beam,24 : Psybeam,32 : Light Screen,36 : Power Gem,40 : Psychic,42 : Liquidation,44 : Surf,48 : Recover,56 : Hydro Pump,","TM001 : Headbutt,TM003 : Psyshock,TM008 : Thunder Wave,TM009 : Flip Turn,TM011 : Bulk Up,TM013 : Ice Beam,TM016 : Light Screen,TM017 : Protect,TM019 : Power Gem,TM027 : Swift,TM031 : Reflect,TM035 : Endure,TM041 : Water Pulse,TM044 : Hyper Beam,TM047 : Agility,TM048 : Self-Destruct,TM049 : Icy Wind,TM051 : Safeguard,TM055 : Giga Impact,TM056 : Double-Edge,TM059 : Zen Headbutt,TM063 : Psychic,TM067 : Thunderbolt,TM070 : Whirlpool,TM073 : Surf,TM076 : Liquidation,TM084 : Flash Cannon,TM085 : Substitute,TM092 : Dazzling Gleam,TM096 : Hydro Pump,TM097 : Heal Block,TM098 : Waterfall,TM105 : Blizzard,TM106 : Thunder,TM109 : Facade,TM110 : Chilling Water,TM120 : Ancient Power,TM127 : Dream Eater,TM130 : Charge Beam,TM144 : Triple Axel,TM146 : Skull Bash,TM147 : Tri Attack,TM148 : Scald,TM156 : Meteor Beam,",No Egg Moves
Flabébé,"— : Vine Whip,— : Tackle,6 : Fairy Wind,10 : Safeguard,15 : Razor Leaf,18 : Draining Kiss,20 : Wish,22 : Magical Leaf,26 : Charm,33 : Synthesis,40 : Energy Ball,54 : Solar Beam,","TM006 : Calm Mind,TM016 : Light Screen,TM017 : Protect,TM026 : Energy Ball,TM027 : Swift,TM032 : Double Team,TM035 : Endure,TM042 : Giga Drain,TM051 : Safeguard,TM063 : Psychic,TM064 : Solar Beam,TM085 : Substitute,TM092 : Dazzling Gleam,TM109 : Facade,TM110 : Chilling Water,TM115 : Trailblaze,TM128 : Seed Bomb,TM151 : Petal Dance,","Endeavor,Copycat,Tearful Look,"
Floette,"Evolve : Moonblast,— : Vine Whip,— : Tackle,— : Fairy Wind,10 : Safeguard,15 : Razor Leaf,18 : Draining Kiss,20 : Wish,22 : Magical Leaf,26 : Charm,33 : Synthesis,40 : Energy Ball,54 : Solar Beam,","TM006 : Calm Mind,TM016 : Light Screen,TM017 : Protect,TM026 : Energy Ball,TM027 : Swift,TM032 : Double Team,TM035 : Endure,TM042 : Giga Drain,TM051 : Safeguard,TM063 : Psychic,TM064 : Solar Beam,TM085 : Substitute,TM092 : Dazzling Gleam,TM099 : Metronome,TM109 : Facade,TM110 : Chilling Water,TM115 : Trailblaze,TM117 : Silver Wind,TM119 : Ominous Wind,TM128 : Seed Bomb,TM151 : Petal Dance,TM152 : Solar Blade,","Endeavor,Copycat,Tearful Look,"
Florges,"— : Disarming Voice,— : Vine Whip,— : Tackle,— : Fairy Wind,— : Moonblast,10 : Safeguard,15 : Razor Leaf,18 : Draining Kiss,20 : Wish,22 : Magical Leaf,26 : Charm,33 : Synthesis,40 : Energy Ball,54 : Solar Beam,","TM006 : Calm Mind,TM016 : Light Screen,TM017 : Protect,TM026 : Energy Ball,TM027 : Swift,TM032 : Double Team,TM035 : Endure,TM042 : Giga Drain,TM044 : Hyper Beam,TM051 : Safeguard,TM063 : Psychic,TM064 : Solar Beam,TM085 : Substitute,TM092 : Dazzling Gleam,TM099 : Metronome,TM109 : Facade,TM110 : Chilling Water,TM115 : Trailblaze,TM117 : Silver Wind,TM119 : Ominous Wind,TM128 : Seed Bomb,TM151 : Petal Dance,TM152 : Solar Blade,","Endeavor,Copycat,Tearful Look,"
Skiddo,"— : Tackle,— : Growth,7 : Vine Whip,9 : Tail Whip,12 : Leech Seed,13 : Razor Leaf,16 : Mud Shot,20 : Synthesis,22 : Take Down,26 : Bulldoze,34 : Horn Leech,38 : Bulk Up,42 : Double-Edge,45 : Leaf Blade,50 : Megahorn,","TM005 : Roar,TM010 : Brick Break,TM011 : Bulk Up,TM012 : Rock Slide,TM017 : Protect,TM020 : Play Rough,TM026 : Energy Ball,TM028 : Dig,TM033 : Body Slam,TM035 : Endure,TM040 : Bullet Seed,TM042 : Giga Drain,TM046 : Mud Shot,TM056 : Double-Edge,TM059 : Zen Headbutt,TM064 : Solar Beam,TM073 : Surf,TM078 : Bulldoze,TM085 : Substitute,TM086 : Wild Charge,TM109 : Facade,TM115 : Trailblaze,TM128 : Seed Bomb,","Defense Curl,Rollout,Milk Drink,Grassy Terrain,"
Gogoat,"Evolve : Aerial Ace,— : Tackle,— : Growth,7 : Vine Whip,9 : Tail Whip,12 : Leech Seed,13 : Razor Leaf,16 : Mud Shot,20 : Synthesis,22 : Take Down,26 : Bulldoze,34 : Horn Leech,38 : Bulk Up,42 : Double-Edge,45 : Leaf Blade,50 : Megahorn,55 : Earthquake,","TM005 : Roar,TM010 : Brick Break,TM011 : Bulk Up,TM012 : Rock Slide,TM017 : Protect,TM020 : Play Rough,TM022 : Aerial Ace,TM026 : Energy Ball,TM028 : Dig,TM033 : Body Slam,TM035 : Endure,TM040 : Bullet Seed,TM042 : Giga Drain,TM044 : Hyper Beam,TM046 : Mud Shot,TM055 : Giga Impact,TM056 : Double-Edge,TM059 : Zen Headbutt,TM064 : Solar Beam,TM069 : Earthquake,TM073 : Surf,TM078 : Bulldoze,TM085 : Substitute,TM086 : Wild Charge,TM109 : Facade,TM115 : Trailblaze,TM128 : Seed Bomb,TM146 : Skull Bash,TM152 : Solar Blade,","Defense Curl,Rollout,Milk Drink,Grassy Terrain,"
Espurr,"— : Tackle,— : Leer,— : Teleport,6 : Disarming Voice,9 : Confusion,13 : Fake Tears,15 : Swift,21 : Psybeam,30 : Light Screen,30 : Reflect,36 : Psyshock,","TM003 : Psyshock,TM006 : Calm Mind,TM008 : Thunder Wave,TM016 : Light Screen,TM017 : Protect,TM020 : Play Rough,TM026 : Energy Ball,TM027 : Swift,TM031 : Reflect,TM035 : Endure,TM051 : Safeguard,TM059 : Zen Headbutt,TM063 : Psychic,TM067 : Thunderbolt,TM074 : Shadow Ball,TM083 : Nasty Plot,TM085 : Substitute,TM090 : Dark Pulse,TM103 : Work Up,TM109 : Facade,TM130 : Charge Beam,TM141 : Fake Out,","Yawn,Tickle,"
Meowstic,"— : Moonblast,— : Tackle,— : Leer,— : Teleport,6 : Disarming Voice,9 : Confusion,13 : Fake Tears,15 : Swift,18 : Charm,21 : Psybeam,30 : Light Screen,30 : Reflect,36 : Psyshock,44 : Psychic,46 : Heal Block,50 : Wish,","TM003 : Psyshock, : ,TM008 : Thunder Wave, : ,TM017 : Protect, : ,TM026 : Energy Ball, : ,TM028 : Dig, : ,TM032 : Double Team, : ,TM037 : Stealth Rock,TM044 : Hyper Beam, : ,TM052 : Earth Power, : ,TM059 : Zen Headbutt,TM063 : Psychic, : ,TM074 : Shadow Ball, : ,TM085 : Substitute,TM089 : Toxic Spikes, : ,TM095 : Taunt,TM103 : Work Up, : ,TM115 : Trailblaze, : ,TM119 : Ominous Wind, : ,TM141 : Fake Out, : ,","Yawn,Tickle,"
Litleo,"— : Tackle,— : Leer,5 : Ember,6 : Roar,8 : Work Up,11 : Headbutt,16 : Snarl,20 : Take Down,23 : Fire Fang,28 : Earth Power,32 : Flamethrower,36 : Crunch,42 : Hyper Voice,","TM001 : Headbutt,TM005 : Roar,TM014 : Fire Fang,TM017 : Protect,TM021 : Thunder Fang,TM025 : Crunch,TM027 : Swift,TM028 : Dig,TM033 : Body Slam,TM035 : Endure,TM038 : Fire Blast,TM050 : Overheat,TM052 : Earth Power,TM056 : Double-Edge,TM057 : Will-O-Wisp,TM062 : Flamethrower,TM064 : Solar Beam,TM068 : Heat Wave,TM071 : Hyper Voice,TM072 : Fire Spin,TM085 : Substitute,TM086 : Wild Charge,TM095 : Taunt,TM103 : Work Up,TM104 : Flare Blitz,TM109 : Facade,TM114 : Flame Charge,TM115 : Trailblaze,TM124 : Psychic Fangs,","Fire Spin,Yawn,Flare Blitz,Entrainment,"
Pyroar,"Evolve : Overheat,— : Hyper Beam,— : Tackle,— : Leer,— : Ember,6 : Roar,8 : Work Up,11 : Headbutt,16 : Snarl,20 : Take Down,23 : Fire Fang,28 : Earth Power,32 : Flamethrower,36 : Crunch,42 : Hyper Voice,","TM001 : Headbutt,TM005 : Roar,TM014 : Fire Fang,TM017 : Protect,TM021 : Thunder Fang,TM025 : Crunch,TM027 : Swift,TM028 : Dig,TM033 : Body Slam,TM035 : Endure,TM038 : Fire Blast,TM044 : Hyper Beam,TM050 : Overheat,TM052 : Earth Power,TM055 : Giga Impact,TM056 : Double-Edge,TM057 : Will-O-Wisp,TM062 : Flamethrower,TM064 : Solar Beam,TM068 : Heat Wave,TM071 : Hyper Voice,TM072 : Fire Spin,TM085 : Substitute,TM086 : Wild Charge,TM090 : Dark Pulse,TM095 : Taunt,TM103 : Work Up,TM104 : Flare Blitz,TM109 : Facade,TM114 : Flame Charge,TM115 : Trailblaze,TM124 : Psychic Fangs,","Fire Spin,Yawn,Flare Blitz,Entrainment,"
Pancham,"— : Tackle,— : Leer,8 : Taunt,15 : Brick Break,20 : Work Up,24 : Slash,28 : Detect,30 : Parting Shot,34 : Crunch,44 : Body Slam,","TM010 : Brick Break,TM011 : Bulk Up,TM012 : Rock Slide,TM017 : Protect,TM023 : Thunder Punch,TM024 : Ice Punch,TM025 : Crunch,TM028 : Dig,TM029 : Fire Punch,TM030 : Swords Dance,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM053 : Sludge Bomb,TM061 : Shadow Claw,TM065 : Stone Edge,TM071 : Hyper Voice,TM073 : Surf,TM078 : Bulldoze,TM085 : Substitute,TM095 : Taunt,TM103 : Work Up,TM108 : Comet Punch,TM109 : Facade,TM113 : Low Sweep,TM122 : False Swipe,TM129 : Circle Throw,TM131 : Drain Punch,TM137 : Storm Throw,",No Egg Moves
Pangoro,"Evolve : Night Slash,— : Tackle,— : Leer,— : Taunt,— : Bullet Punch,15 : Brick Break,20 : Work Up,24 : Slash,28 : Detect,30 : Parting Shot,34 : Crunch,34 : Brutal Swing,44 : Body Slam,50 : Outrage,54 : Focus Energy,58 : Close Combat,","TM002 : Dragon Claw,TM004 : Rock Smash,TM010 : Brick Break,TM011 : Bulk Up,TM012 : Rock Slide,TM017 : Protect,TM018 : Power-Up Punch,TM023 : Thunder Punch,TM024 : Ice Punch,TM025 : Crunch,TM028 : Dig,TM029 : Fire Punch,TM030 : Swords Dance,TM033 : Body Slam,TM034 : Night Slash,TM035 : Endure,TM036 : Rock Tomb,TM042 : Giga Drain,TM044 : Hyper Beam,TM045 : Knock Off,TM053 : Sludge Bomb,TM055 : Giga Impact,TM058 : Iron Head,TM059 : Zen Headbutt,TM061 : Shadow Claw,TM065 : Stone Edge,TM069 : Earthquake,TM071 : Hyper Voice,TM073 : Surf,TM077 : Poison Jab,TM078 : Bulldoze,TM085 : Substitute,TM090 : Dark Pulse,TM093 : Outrage,TM095 : Taunt,TM100 : Gunk Shot,TM102 : Focus Blast,TM103 : Work Up,TM107 : Close Combat,TM108 : Comet Punch,TM109 : Facade,TM113 : Low Sweep,TM122 : False Swipe,TM129 : Circle Throw,TM131 : Drain Punch,TM135 : Dual Chop,TM137 : Storm Throw,",No Egg Moves
Trubbish,"— : Headbutt,— : Smokescreen,9 : Amnesia,12 : Rollout,15 : Toxic Spikes,18 : Brutal Swing,20 : Take Down,24 : Poison Jab,27 : Sludge Bomb,30 : Toxic,34 : Self-Destruct,39 : Sludge Wave,44 : Gunk Shot,53 : Explosion,","TM001 : Headbutt,TM007 : Toxic,TM017 : Protect,TM035 : Endure,TM040 : Bullet Seed,TM042 : Giga Drain,TM046 : Mud Shot,TM048 : Self-Destruct,TM053 : Sludge Bomb,TM077 : Poison Jab,TM085 : Substitute,TM088 : Spikes,TM089 : Toxic Spikes,TM090 : Dark Pulse,TM100 : Gunk Shot,TM109 : Facade,TM112 : Acid Spray,TM128 : Seed Bomb,TM131 : Drain Punch,",No Egg Moves
Garbodor,"— : Headbutt,— : Smokescreen,— : Metal Claw,9 : Amnesia,12 : Rollout,15 : Toxic Spikes,18 : Brutal Swing,20 : Take Down,24 : Poison Jab,27 : Sludge Bomb,30 : Toxic,34 : Self-Destruct,39 : Sludge Wave,44 : Gunk Shot,53 : Explosion,","TM001 : Headbutt,TM007 : Toxic,TM017 : Protect,TM033 : Body Slam,TM035 : Endure,TM040 : Bullet Seed,TM042 : Giga Drain,TM044 : Hyper Beam,TM046 : Mud Shot,TM048 : Self-Destruct,TM053 : Sludge Bomb,TM055 : Giga Impact,TM063 : Psychic,TM064 : Solar Beam,TM067 : Thunderbolt,TM077 : Poison Jab,TM085 : Substitute,TM088 : Spikes,TM089 : Toxic Spikes,TM090 : Dark Pulse,TM097 : Heal Block,TM100 : Gunk Shot,TM102 : Focus Blast,TM109 : Facade,TM112 : Acid Spray,TM120 : Ancient Power,TM126 : Magnet Bomb,TM128 : Seed Bomb,TM131 : Drain Punch,",No Egg Moves
Dedenne,"— : Tackle,— : Tail Whip,— : Thunder Shock,— : Nuzzle,5 : Charge,10 : Charm,15 : Parabolic Charge,20 : Eerie Impulse,25 : Volt Switch,30 : Play Rough,35 : Thunderbolt,40 : Super Fang,50 : Thunder,","TM008 : Thunder Wave,TM016 : Light Screen,TM017 : Protect,TM020 : Play Rough,TM023 : Thunder Punch,TM027 : Swift,TM028 : Dig,TM035 : Endure,TM039 : Discharge,TM044 : Hyper Beam,TM047 : Agility,TM055 : Giga Impact,TM066 : Volt Switch,TM067 : Thunderbolt,TM082 : U-turn,TM085 : Substitute,TM086 : Wild Charge,TM092 : Dazzling Gleam,TM106 : Thunder,TM109 : Facade,TM115 : Trailblaze,TM126 : Magnet Bomb,TM128 : Seed Bomb,TM130 : Charge Beam,TM141 : Fake Out,","Covet,Magnet Rise,Tearful Look,"
Pichu,"— : Tail Whip,— : Growl,— : Thunder Shock,— : Quick Attack,4 : Thunder Wave,12 : Nuzzle,16 : Spark,20 : Charm,25 : Thunderbolt,30 : Charge,35 : Light Screen,40 : Thunder,99 : Volt Tackle,","TM008 : Thunder Wave,TM010 : Brick Break,TM016 : Light Screen,TM017 : Protect,TM020 : Play Rough,TM023 : Thunder Punch,TM027 : Swift,TM028 : Dig,TM031 : Reflect,TM032 : Double Team,TM033 : Body Slam,TM035 : Endure,TM039 : Discharge,TM066 : Volt Switch,TM067 : Thunderbolt,TM073 : Surf,TM083 : Nasty Plot,TM085 : Substitute,TM086 : Wild Charge,TM087 : Iron Tail,TM101 : Electroweb,TM106 : Thunder,TM109 : Facade,TM115 : Trailblaze,TM141 : Fake Out,","Flail,Present,Fake Out,Charge,Wish,Tickle,Disarming Voice,"
Pikachu,"— : Draining Kiss,— : Tail Whip,— : Growl,— : Thunder Shock,— : Quick Attack,4 : Thunder Wave,12 : Nuzzle,16 : Spark,20 : Charm,25 : Thunderbolt,30 : Charge,35 : Light Screen,40 : Thunder,99 : Volt Tackle,","TM008 : Thunder Wave,TM010 : Brick Break,TM016 : Light Screen,TM017 : Protect,TM020 : Play Rough,TM023 : Thunder Punch,TM027 : Swift,TM028 : Dig,TM031 : Reflect,TM032 : Double Team,TM033 : Body Slam,TM035 : Endure,TM039 : Discharge,TM047 : Agility,TM066 : Volt Switch,TM067 : Thunderbolt,TM073 : Surf,TM083 : Nasty Plot,TM085 : Substitute,TM086 : Wild Charge,TM087 : Iron Tail,TM101 : Electroweb,TM106 : Thunder,TM109 : Facade,TM115 : Trailblaze,TM130 : Charge Beam,TM141 : Fake Out,TM146 : Skull Bash,","Flail,Present,Fake Out,Charge,Wish,Tickle,Disarming Voice,"
Raichu,"Evolve : Thunder Punch,— : Draining Kiss,— : Eerie Impulse,— : Tail Whip,— : Growl,— : Thunder Shock,— : Quick Attack,4 : Thunder Wave,12 : Nuzzle,16 : Spark,20 : Charm,25 : Thunderbolt,30 : Charge,35 : Light Screen,40 : Thunder,99 : Volt Tackle,","TM003 : Psyshock,TM008 : Thunder Wave, : ,TM016 : Light Screen, : ,TM020 : Play Rough, : ,TM027 : Swift, : ,TM031 : Reflect, : ,TM033 : Body Slam, : ,TM039 : Discharge, : ,TM047 : Agility, : ,TM063 : Psychic, : ,TM067 : Thunderbolt, : ,TM083 : Nasty Plot, : ,TM086 : Wild Charge, : ,TM092 : Dazzling Gleam, : ,TM102 : Focus Blast, : ,TM109 : Facade, : ,TM126 : Magnet Bomb, : ,TM131 : Drain Punch, : ,TM146 : Skull Bash,","Flail,Present,Fake Out,Charge,Wish,Tickle,Disarming Voice,"
Cleffa,"— : Tackle,— : Splash,5 : Fairy Wind,8 : Disarming Voice,13 : Charm,16 : Draining Kiss,18 : Magical Leaf,20 : Metronome,22 : Bubble Beam,24 : Moonlight,28 : Amnesia,42 : Mystical Fire,48 : Moonblast,55 : Double-Edge,","TM001 : Headbutt,TM003 : Psyshock,TM006 : Calm Mind,TM008 : Thunder Wave,TM013 : Ice Beam,TM016 : Light Screen,TM017 : Protect,TM020 : Play Rough,TM027 : Swift,TM028 : Dig,TM031 : Reflect,TM033 : Body Slam,TM035 : Endure,TM037 : Stealth Rock,TM038 : Fire Blast,TM051 : Safeguard,TM056 : Double-Edge,TM059 : Zen Headbutt,TM062 : Flamethrower,TM063 : Psychic,TM064 : Solar Beam,TM067 : Thunderbolt,TM071 : Hyper Voice,TM074 : Shadow Ball,TM085 : Substitute,TM087 : Iron Tail,TM092 : Dazzling Gleam,TM099 : Metronome,TM103 : Work Up,TM105 : Blizzard,TM106 : Thunder,TM109 : Facade,TM110 : Chilling Water,TM111 : Sing,","Present,Wish,Tickle,Heal Pulse,"
Clefairy,"— : Tackle,— : Splash,5 : Fairy Wind,8 : Disarming Voice,13 : Charm,16 : Draining Kiss,18 : Magical Leaf,20 : Metronome,22 : Bubble Beam,24 : Moonlight,28 : Amnesia,32 : Dazzling Gleam,42 : Mystical Fire,48 : Moonblast,55 : Double-Edge,","TM001 : Headbutt,TM003 : Psyshock,TM006 : Calm Mind,TM008 : Thunder Wave,TM013 : Ice Beam,TM016 : Light Screen,TM017 : Protect,TM020 : Play Rough,TM023 : Thunder Punch,TM024 : Ice Punch,TM027 : Swift,TM028 : Dig,TM029 : Fire Punch,TM031 : Reflect,TM033 : Body Slam,TM035 : Endure,TM037 : Stealth Rock,TM038 : Fire Blast,TM051 : Safeguard,TM056 : Double-Edge,TM059 : Zen Headbutt,TM062 : Flamethrower,TM063 : Psychic,TM064 : Solar Beam,TM067 : Thunderbolt,TM071 : Hyper Voice,TM074 : Shadow Ball,TM085 : Substitute,TM087 : Iron Tail,TM092 : Dazzling Gleam,TM097 : Heal Block,TM099 : Metronome,TM103 : Work Up,TM105 : Blizzard,TM106 : Thunder,TM109 : Facade,TM110 : Chilling Water,TM111 : Sing,TM127 : Dream Eater,TM130 : Charge Beam,TM131 : Drain Punch,TM134 : Dual Wingbeat,TM147 : Tri Attack,TM156 : Meteor Beam,","Present,Wish,Tickle,Heal Pulse,"
Clefable,"— : Tackle,— : Splash,5 : Fairy Wind,8 : Disarming Voice,13 : Charm,16 : Draining Kiss,18 : Magical Leaf,20 : Metronome,22 : Bubble Beam,24 : Moonlight,28 : Amnesia,32 : Dazzling Gleam,42 : Mystical Fire,48 : Moonblast,52 : Air Slash,55 : Double-Edge,","TM001 : Headbutt,TM003 : Psyshock,TM006 : Calm Mind,TM008 : Thunder Wave,TM013 : Ice Beam,TM016 : Light Screen,TM017 : Protect,TM020 : Play Rough,TM023 : Thunder Punch,TM024 : Ice Punch,TM027 : Swift,TM028 : Dig,TM029 : Fire Punch,TM031 : Reflect,TM033 : Body Slam,TM035 : Endure,TM037 : Stealth Rock,TM038 : Fire Blast,TM044 : Hyper Beam,TM051 : Safeguard,TM055 : Giga Impact,TM056 : Double-Edge,TM059 : Zen Headbutt,TM062 : Flamethrower,TM063 : Psychic,TM064 : Solar Beam,TM067 : Thunderbolt,TM071 : Hyper Voice,TM074 : Shadow Ball,TM085 : Substitute,TM087 : Iron Tail,TM092 : Dazzling Gleam,TM097 : Heal Block,TM099 : Metronome,TM102 : Focus Blast,TM103 : Work Up,TM105 : Blizzard,TM106 : Thunder,TM109 : Facade,TM110 : Chilling Water,TM111 : Sing,TM127 : Dream Eater,TM130 : Charge Beam,TM131 : Drain Punch,TM134 : Dual Wingbeat,TM147 : Tri Attack,TM156 : Meteor Beam,","Present,Wish,Tickle,Heal Pulse,"
Spinarak,"— : Poison Sting,— : String Shot,5 : Absorb,8 : Infestation,12 : Shadow Sneak,16 : X-Scissor,21 : Screech,24 : Sticky Web,27 : Pin Missile,30 : Psychic,33 : Poison Jab,35 : Bug Buzz,37 : Leech Life,40 : Lunge,44 : Megahorn,","TM001 : Headbutt,TM007 : Toxic,TM017 : Protect,TM028 : Dig,TM033 : Body Slam,TM035 : Endure,TM042 : Giga Drain,TM045 : Knock Off,TM047 : Agility,TM053 : Sludge Bomb,TM063 : Psychic,TM064 : Solar Beam,TM077 : Poison Jab,TM081 : X-Scissor,TM085 : Substitute,TM089 : Toxic Spikes,TM101 : Electroweb,TM109 : Facade,TM112 : Acid Spray,TM115 : Trailblaze,","Disable,Megahorn,Night Slash,Rage Powder,Lunge,"
Ariados,"Evolve : Swords Dance,— : Poison Sting,— : String Shot,— : Focus Energy,5 : Absorb,8 : Infestation,12 : Shadow Sneak,16 : X-Scissor,21 : Screech,24 : Sticky Web,27 : Pin Missile,30 : Psychic,33 : Poison Jab,35 : Bug Buzz,37 : Leech Life,40 : Lunge,44 : Megahorn,","TM001 : Headbutt,TM007 : Toxic,TM017 : Protect,TM028 : Dig,TM030 : Swords Dance,TM033 : Body Slam,TM035 : Endure,TM042 : Giga Drain,TM044 : Hyper Beam,TM045 : Knock Off,TM047 : Agility,TM053 : Sludge Bomb,TM055 : Giga Impact,TM063 : Psychic,TM064 : Solar Beam,TM077 : Poison Jab,TM081 : X-Scissor,TM085 : Substitute,TM089 : Toxic Spikes,TM101 : Electroweb,TM109 : Facade,TM112 : Acid Spray,TM115 : Trailblaze,TM122 : False Swipe,TM142 : First Impression,","Disable,Megahorn,Night Slash,Rage Powder,Lunge,"
Ekans,"— : Tackle,— : Leer,4 : Poison Sting,9 : Bite,12 : Glare,15 : Brutal Swing,17 : Screech,25 : Toxic,33 : Leech Life,36 : Poison Jab,41 : Haze,49 : Gunk Shot,","TM007 : Toxic,TM012 : Rock Slide,TM014 : Fire Fang,TM015 : Ice Fang,TM017 : Protect,TM021 : Thunder Fang,TM028 : Dig,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM042 : Giga Drain,TM045 : Knock Off,TM046 : Mud Shot,TM053 : Sludge Bomb,TM069 : Earthquake,TM077 : Poison Jab,TM078 : Bulldoze,TM085 : Substitute,TM087 : Iron Tail,TM090 : Dark Pulse,TM100 : Gunk Shot,TM109 : Facade,TM112 : Acid Spray,TM115 : Trailblaze,TM123 : Poison Fang,TM124 : Psychic Fangs,TM128 : Seed Bomb,TM143 : Scale Shot,","Spite,Scary Face,Poison Fang,Poison Tail,Sucker Punch,Switcheroo,"
Arbok,"Evolve : Crunch,— : Tackle,— : Leer,4 : Poison Sting,9 : Bite,12 : Glare,15 : Brutal Swing,17 : Screech,25 : Toxic,33 : Leech Life,36 : Poison Jab,41 : Haze,49 : Gunk Shot,","TM007 : Toxic,TM012 : Rock Slide,TM014 : Fire Fang,TM015 : Ice Fang,TM017 : Protect,TM021 : Thunder Fang,TM025 : Crunch,TM028 : Dig,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM042 : Giga Drain,TM044 : Hyper Beam,TM045 : Knock Off,TM046 : Mud Shot,TM053 : Sludge Bomb,TM055 : Giga Impact,TM056 : Double-Edge,TM069 : Earthquake,TM077 : Poison Jab,TM078 : Bulldoze,TM085 : Substitute,TM087 : Iron Tail,TM090 : Dark Pulse,TM100 : Gunk Shot,TM109 : Facade,TM112 : Acid Spray,TM115 : Trailblaze,TM123 : Poison Fang,TM124 : Psychic Fangs,TM128 : Seed Bomb,TM143 : Scale Shot,","Spite,Scary Face,Poison Fang,Poison Tail,Sucker Punch,Switcheroo,"
Abra,"— : Teleport,","TM006 : Calm Mind,TM008 : Thunder Wave,TM016 : Light Screen,TM017 : Protect,TM023 : Thunder Punch,TM024 : Ice Punch,TM026 : Energy Ball,TM027 : Swift,TM029 : Fire Punch,TM031 : Reflect,TM032 : Double Team,TM033 : Body Slam,TM035 : Endure,TM051 : Safeguard,TM059 : Zen Headbutt,TM063 : Psychic,TM074 : Shadow Ball,TM085 : Substitute,TM087 : Iron Tail,TM092 : Dazzling Gleam,TM095 : Taunt,TM099 : Metronome,TM109 : Facade,TM127 : Dream Eater,TM131 : Drain Punch,TM147 : Tri Attack,",No Egg Moves
